,text,context,url,search_queries,relevant_sentences,contradiction,neutrality,entailment,relevance
35,"If you're worried about your heart health, eating at least two servings of fish a week could reduce the risk of heart disease.","The omega-3 fatty acids in fish are good for the heart. Find out why the heart-healthy benefits of eating fish usually outweigh any risks. If you're worried about your heart health, eating at least two servings of fish a week could reduce the risk of heart disease. For many years, the American Heart Association has recommended that people eat fish rich in unsaturated fats at least twice a week. The unsaturated fats in fish are called omega-3 fatty acids.",https://www.mayoclinic.org/diseases-conditions/heart-disease/in-depth/omega-3/art-20045614,{'diet AND fish'},"[1, 16, 17]","[0.0030475243, 0.0015828348, 0.003371863]","[0.9800765, 0.9914876, 0.8670532]","[0.016876027, 0.0069295056, 0.12957498]",0.6620545387268066
36,"“Fish is a high-quality, lean protein to add to your eating routine for healthy muscles, bones, tissue and skin,” she says.","These include omega-3 fatty acids, vitamins D and riboflavin, calcium, iron, zinc, magnesium and potassium. Never mind that health orgs such as the American Heart Association recommend that we eat fish twice to three times a week, adds Agyeman. “Fish is a high-quality, lean protein to add to your eating routine for healthy muscles, bones, tissue and skin,” she says. That said, some folks nix fish because of concerns about sustainability, or a fear of consuming mercury, a neurotoxin that are especially bad for pregnant women and young children, which can be an issue in larger fish. Most types of commonly sold fish are healthy to eat a few times a week, however.",https://www.goodhousekeeping.com/health/diet-nutrition/a37678623/healthiest-fish-to-eat/,{'diet AND healthiest AND fish'},"[0, 1, 11, 16]","[0.0010976711, 0.002419404, 0.0039802585, 0.0024904686]","[0.997804, 0.9731443, 0.86342883, 0.96353]","[0.0010983886, 0.024436193, 0.13259098, 0.033979543]",0.6613698601722717
37,What are the healthiest fish to eat?," What are the healthiest fish to eat? Registered nutritionist Nicola Shubrook advises on the most nutritious fish to include in your diet, from salmon and tuna, to mackerel and cod Interested in trying our FREE 7-day healthy diet plan? Click here and choose between our meat eaters, vegetarian or vegan meal plans.",https://www.bbcgoodfood.com/howto/guide/healthy-fish-to-eat,{'diet AND healthiest AND fish'},"[0, 1, 8, 11, 16]","[0.0008987203, 0.0012162328, 0.14690839, 0.0068179495, 0.0016401958]","[0.9978314, 0.9497698, 0.8490322, 0.7455866, 0.96648115]","[0.0012698626, 0.04901395, 0.004059443, 0.2475955, 0.031878605]",0.6597612500190735
38,State advisories will tell you how often you can safely eat those fish.,"This chart can help you choose which fish to eat, and how often to eat them, based on their mercury levels. Resources and Outreach Materials Supporting Scientific Documents * Some fish caught by family and friends, such as larger carp, catfish, trout and perch, are more likely to have fish advisories due to mercury or other contaminants. State advisories will tell you how often you can safely eat those fish. ",https://www.epa.gov/fish-tech/epa-fda-advice-about-eating-fish-and-shellfish,{'diet AND healthiest AND dietary AND guideline AND fish AND information'},"[1, 7, 16, 17, 19, 22]","[0.0012825329, 0.007665883, 0.0016920154, 0.0007433774, 0.012605396, 0.0021700456]","[0.98247993, 0.7022521, 0.9823544, 0.99744534, 0.3997305, 0.9940976]","[0.01623754, 0.29008198, 0.015953535, 0.0018112259, 0.5876641, 0.0037323944]",0.6575419902801514
39,Fish and shellfish are an important part of healthy meal planning.,"JavaScript appears to be disabled on this computer. Please click here to see any active alerts. Fish and shellfish are an important part of healthy meal planning. They are a lean, low-calorie, high quality source of protein. They contain essential nutrients, omega-3 fatty acids, and are low in saturated fat.",https://www.epa.gov/choose-fish-and-shellfish-wisely/fish-and-shellfish-advisories-and-safe-eating-guidelines,{'diet AND healthiest AND dietary AND guideline AND fish AND information'},"[0, 1, 11, 16]","[0.0006645779, 0.00090835604, 0.0013964032, 0.0005437657]","[0.9976501, 0.98119307, 0.95174456, 0.979752]","[0.0016853265, 0.01789859, 0.04685902, 0.019704232]",0.65692138671875
40,"Fish are undeniably a healthy food, but they can have high levels of contaminants, too.","Tilapia is a popular but controversial fish. This article examines the evidence and reviews the benefits and dangers of eating tilapia. Fish are undeniably a healthy food, but they can have high levels of contaminants, too. Save this list of some of the safest fish with the best… Salmon is nutritious, tasty, versatile, and widely available. Here are a few salmon nutrition facts and health benefits.",https://www.healthline.com/nutrition/11-health-benefits-of-fish,{'diet AND fish'},"[0, 1, 11, 16]","[0.0010080273, 0.0019201902, 0.08507649, 0.0030678469]","[0.99781775, 0.9696446, 0.8721144, 0.9704987]","[0.0011742212, 0.028435135, 0.042809132, 0.026433477]",0.6567038297653198
41,Eating fish one or two times per week is considered sufficient to reap its benefits.,"Fish is delicious and easy to prepare. For this reason, it should be relatively easy to incorporate it into your diet. Eating fish one or two times per week is considered sufficient to reap its benefits. If possible, choose wild-caught fish rather than farmed. Wild fish tends to have more omega-3s and is less likely to be contaminated with harmful pollutants.",https://www.healthline.com/nutrition/11-health-benefits-of-fish,{'diet AND fish'},"[11, 16, 17]","[0.0025539114, 0.0016323652, 0.016733142]","[0.9500555, 0.98175055, 0.9688474]","[0.047390625, 0.016617065, 0.014419519]",0.6564862728118896
42,"The strong and consistent evidence for benefits is such that the Dietary Guidelines for Americans, the American Heart Association, and others suggest that everyone eat fish twice a week.","The omega-3 fats in fish protect the heart against the development of erratic and potentially deadly cardiac rhythm disturbances. They also lower blood pressure and heart rate, improve blood vessel function, and, at higher doses, lower triglycerides and may ease inflammation. The strong and consistent evidence for benefits is such that the Dietary Guidelines for Americans, the American Heart Association, and others suggest that everyone eat fish twice a week. (2, 3) Unfortunately, fewer than one in five Americans heeds that advice. About one-third of Americans eat seafood once a week, while nearly half eat fish only occasionally or not at all.",https://www.hsph.harvard.edu/nutritionsource/fish/,"{'diet AND healthiest AND fish', 'diet AND fish'}","[1, 11, 16, 17]","[0.0025305424, 0.002430703, 0.00063676666, 0.0061541023]","[0.9852844, 0.9366027, 0.9960479, 0.97100574]","[0.012185042, 0.06096668, 0.0033152616, 0.02284008]",0.6550378799438477
43,"However, the benefits of eating fish as part of a healthy diet usually outweigh the possible risks of exposure to contaminants.","Omega-3 fatty acids and other nutrients in fish may benefit heart health and reduce the risk of dying of heart disease. Some people are concerned about mercury or other contaminants in seafood. However, the benefits of eating fish as part of a healthy diet usually outweigh the possible risks of exposure to contaminants. Learn how to balance these concerns with adding a healthy amount of fish to your diet. Omega-3 fatty acids are a type of unsaturated fatty acid that may reduce inflammation throughout the body.",https://www.mayoclinic.org/diseases-conditions/heart-disease/in-depth/omega-3/art-20045614,{'diet AND fish'},"[0, 1, 11, 16]","[0.0008125808, 0.0011462618, 0.0016907408, 0.00085589616]","[0.9978035, 0.9531008, 0.9380683, 0.9758942]","[0.0013839052, 0.045752883, 0.060241055, 0.02324994]",0.6546491980552673
44,Compare the type of fish and where you caught your fish with the consumption advice.,"Mercury, PCBs, and PFAS are the contaminants of most significant concern in fish, prompting recommendations that people limit or avoid eating certain fish species from many waters throughout the nation. You can get the health benefits of eating Wisconsin's fish while reducing potential health risks from unwanted pollutants by following Wisconsin’s fish consumption guidelines. Compare the type of fish and where you caught your fish with the consumption advice. After consulting the recommendations, you may find that you do not have to change your eating habits, you may choose to eat different types of fish or eat some species less frequently. The DNR’s current fish consumption advisories are also available in Choose wisely: a health guide for eating fish in Wisconsin  [PUB-FH-824].",https://dnr.wisconsin.gov/topic/Fishing/consumption,{'diet AND healthiest AND dietary AND guideline AND fish AND information'},"[0, 1, 3, 19, 22]","[0.0025876742, 0.0011353767, 0.2630999, 0.07851348, 0.0053307074]","[0.7738464, 0.9711028, 0.41365576, 0.5024376, 0.9907686]","[0.22356592, 0.027761783, 0.32324436, 0.41904888, 0.0039006334]",0.6537762880325317
45,"The NHS recommends eating at least two portions of fish a week, including one portion of oily fish.","Click here and choose between our meat eaters, vegetarian or vegan meal plans. Fish and shellfish are an easy and nutritious way to add important vitamins and minerals to your diet and make a great high-protein alternative to red meat and poultry. The NHS recommends eating at least two portions of fish a week, including one portion of oily fish. Oily fish – such as salmon, mackerel, anchovies, sardines and herring – contain all-important omega-3 essential fatty acid, which is important for heart and brain health as well as mood regulation. While there are growing concerns about the sustainability of fish, there are still some everyday alternatives to buying wild fish that can still provide health benefits.",https://www.bbcgoodfood.com/howto/guide/healthy-fish-to-eat,{'diet AND healthiest AND fish'},"[1, 7, 16, 17]","[0.0014846824, 0.0056608235, 0.0005235182, 0.0027044348]","[0.98657995, 0.7537953, 0.99677664, 0.8027149]","[0.011935324, 0.2405439, 0.0026997644, 0.19458072]",0.6523181200027466
